,datadate,open,high,low,close,adjcp,volume,macd
30,2009-02-17,3.4596428871154785,3.4657142162323,3.367142915725708,3.3760714530944824,2.8887197971343994,678238400,0.06482696181748082
31,2009-02-18,3.3946428298950195,3.4232141971588135,3.3114285469055176,3.370357036590576,2.8838305473327637,684779200,0.05576675444141399
32,2009-02-19,3.3346428871154785,3.3660714626312256,3.218214273452759,3.23714280128479,2.769846200942993,922804400,0.03955211577251161
33,2009-02-20,3.192857027053833,3.299999952316284,3.1785714626312256,3.2571427822113037,2.786958932876587,750316000,0.027696435326843627
34,2009-02-23,3.273214340209961,3.2857143878936768,3.0896427631378174,3.1053571701049805,2.6570844650268555,786982000,0.008337183661613068
35,2009-02-24,3.1232142448425293,3.2460713386535645,3.107142925262451,3.2232143878936768,2.7579286098480225,807105600,0.000712068194739679
36,2009-02-25,3.2092857360839844,3.3185713291168213,3.1875,3.255714178085327,2.7857367992401123,833053200,-0.003153817237786516
37,2009-02-26,3.2857143878936768,3.3185713291168213,3.177142858505249,3.185357093811035,2.7255361080169678,629868400,-0.010725863784403433
38,2009-02-27,3.140357255935669,3.260714292526245,3.1310713291168213,3.189642906188965,2.729203224182129,706658400,-0.016249320306700454
39,2009-03-02,3.1471428871154785,3.2571427822113037,3.1310713291168213,3.140714168548584,2.6873371601104736,770929600,-0.023595156173841225
40,2009-03-03,3.1760714054107666,3.2407143115997314,3.1385715007781982,3.156071424484253,2.7004783153533936,724340400,-0.028065321470595705
41,2009-03-04,3.2207143306732178,3.3132143020629883,3.1946427822113037,3.2560713291168213,2.7860429286956787,741403600,-0.02464824275883304
42,2009-03-05,3.2307143211364746,3.281071424484253,3.158928632736206,3.1728570461273193,2.7148399353027344,706899200,-0.027192701629980665
43,2009-03-06,3.1549999713897705,3.1571428775787354,2.940357208251953,3.046428680419922,2.6066629886627197,1011147200,-0.03725314307916783
44,2009-03-09,3.0064284801483154,3.1285715103149414,2.9489285945892334,2.968214273452759,2.539738893508911,698297600,-0.04990022990330045
45,2009-03-10,3.031071424484253,3.184642791748047,3.01285719871521,3.1653571128845215,2.708423137664795,844258800,-0.04611195672882662
46,2009-03-11,3.2074999809265137,3.359642744064331,3.1992857456207275,3.309999942779541,2.832186460494995,846372800,-0.032972346763072924
47,2009-03-12,3.317857027053833,3.4492857456207275,3.2857143878936768,3.4410715103149414,2.9443366527557373,768457200,-0.013549029674754909
48,2009-03-13,3.4392857551574707,3.471428632736206,3.393214225769043,3.4260714054107666,2.931502103805542,601168400,0.0008149374233581419
49,2009-03-16,3.447499990463257,3.4782142639160156,3.3635714054107666,3.4078571796417236,2.9159162044525146,797244000,0.010835518029108648
50,2009-03-17,3.401428461074829,3.560357093811035,3.395357131958008,3.5592856407165527,3.0454859733581543,786646000,0.028721146391101016
51,2009-03-18,3.568214178085327,3.695714235305786,3.5614285469055176,3.6257143020629883,3.102325916290283,796037200,0.046865494136803854
52,2009-03-19,3.637500047683716,3.6857142448425293,3.580357074737549,3.6292858123779297,3.105381727218628,500180800,0.06078283254097849
53,2009-03-20,3.646071434020996,3.682499885559082,3.5917856693267822,3.6282143592834473,3.104464530944824,695587200,0.07091812165960354
54,2009-03-23,3.6682143211364746,3.8628571033477783,3.6339285373687744,3.8450000286102295,3.2899560928344727,666397200,0.09265996895612627
55,2009-03-24,3.7985713481903076,3.908571481704712,3.7639286518096924,3.8035714626312256,3.2545084953308105,640612000,0.10583828953553764
56,2009-03-25,3.8421428203582764,3.869999885559082,3.7092857360839844,3.8032143115997314,3.2542028427124023,646618000,0.11492923311362002
57,2009-03-26,3.851071357727051,3.9278571605682373,3.8421428203582764,3.9239284992218018,3.3574917316436768,616252000,0.12889684068249974
58,2009-03-27,3.8653571605682373,3.8760714530944824,3.799999952316284,3.8160715103149414,3.2652039527893066,492872800,0.13107317331538493
59,2009-03-30,3.7325000762939453,3.750357151031494,3.664642810821533,3.731785774230957,3.193084955215454,502796000,0.12557812367107646
60,2009-03-31,3.766071319580078,3.8375000953674316,3.75,3.7542858123779297,3.212337017059326,570080000,0.12136415930451605
61,2009-04-01,3.7174999713897705,3.892857074737549,3.710357189178467,3.8817856311798096,3.3214313983917236,589372000,0.1253175540660969
62,2009-04-02,3.9335713386535645,4.098214149475098,3.9207143783569336,4.025357246398926,3.4442784786224365,812366800,0.13671864227319164
63,2009-04-03,4.078214168548584,4.147500038146973,4.054285526275635,4.142499923706055,3.54451060295105,636241200,0.15203651656066652
64,2009-04-06,4.105000019073486,4.2410712242126465,4.045714378356934,4.2303571701049805,3.619684934616089,658064400,0.1682646535660326
65,2009-04-07,4.16178560256958,4.166785717010498,4.078214168548584,4.107142925262451,3.51425838470459,536580800,0.17069382049475879
66,2009-04-08,4.122499942779541,4.171071529388428,4.0921430587768555,4.154285907745361,3.554595708847046,455630000,0.1738519413452937
67,2009-04-09,4.229285717010498,4.285714149475098,4.212857246398926,4.270357131958008,3.6539111137390137,530756800,0.1822296374189083
68,2009-04-13,4.286071300506592,4.320714473724365,4.25,4.293571472167969,3.6737749576568604,389236400,0.18829271384805857
69,2009-04-14,4.270357131958008,4.291785717010498,4.1875,4.2253570556640625,3.615408182144165,454622000,0.18625787695374507
70,2009-04-15,4.185714244842529,4.223214149475098,4.134285926818848,4.201428413391113,3.594933032989502,412882400,0.18091247321579873
71,2009-04-16,4.256785869598389,4.398214340209961,4.242499828338623,4.337500095367432,3.7113614082336426,593446000,0.18391825764005665
72,2009-04-17,4.32785701751709,4.4375,4.294642925262451,4.4078569412231445,3.7715625762939453,497495600,0.18896349527673095
73,2009-04-20,4.347499847412109,4.392499923706055,4.255714416503906,4.3035712242126465,3.682331085205078,466466000,0.18366413983825813
74,2009-04-21,4.2460713386535645,4.362143039703369,4.235714435577393,4.348571300506592,3.7208364009857178,470685600,0.1804818483392001
75,2009-04-22,4.379642963409424,4.476785659790039,4.328571319580078,4.3396430015563965,3.713195562362671,938767200,0.17532307078899345
76,2009-04-23,4.5221428871154785,4.5428571701049805,4.411071300506592,4.47857141494751,3.832069158554077,945156800,0.1787437092531201
77,2009-04-24,4.451428413391113,4.469285488128662,4.391785621643066,4.425000190734863,3.7862305641174316,540764000,0.17573709044389396
78,2009-04-27,4.389285564422607,4.464285850524902,4.380714416503906,4.4546427726745605,3.8115956783294678,480690000,0.1733976434409037
79,2009-04-28,4.405357360839844,4.507500171661377,4.4021430015563965,4.425000190734863,3.7862305641174316,455856800,0.16756842333331967
80,2009-04-29,4.45892858505249,4.530357360839844,4.422500133514404,4.469285488128662,3.824122905731201,458110800,0.16410898793043227
81,2009-04-30,4.507857322692871,4.535714149475098,4.461428642272949,4.4939284324646,3.8452088832855225,498489600,0.16120744233533868
82,2009-05-01,4.492856979370117,4.569643020629883,4.492856979370117,4.544285774230957,3.888296604156494,397516000,0.1605288662603659
83,2009-05-04,4.579999923706055,4.723214149475098,4.559999942779541,4.716785907745361,4.035895824432373,609358400,0.169925964832641
84,2009-05-05,4.705357074737549,4.744999885559082,4.682857036590576,4.73964262008667,4.055453300476074,398255200,0.1769095818939972
85,2009-05-06,4.761785507202148,4.767857074737549,4.65071439743042,4.732142925262451,4.049035549163818,473538800,0.1798531858681076
86,2009-05-07,4.726071357727051,4.728214263916016,4.567857265472412,4.609285831451416,3.9439139366149902,531776000,0.17173258142005077
87,2009-05-08,4.608571529388428,4.686785697937012,4.509285926818848,4.61392879486084,3.9478867053985596,467964000,0.16372959136073906
88,2009-05-11,4.548928737640381,4.67714262008667,4.539999961853027,4.627500057220459,3.9594995975494385,404658800,0.1565189168862684
89,2009-05-12,4.627142906188965,4.632500171661377,4.401785850524902,4.4435715675354,3.8021206855773926,609481600,0.13654180887058232
90,2009-05-13,4.400357246398926,4.429285526275635,4.263571262359619,4.267499923706055,3.651467800140381,595971600,0.10732565783090298
91,2009-05-14,4.277857303619385,4.41178560256958,4.275000095367432,4.391071319580078,3.7572004795074463,447826400,0.09164091133963659
92,2009-05-15,4.3685712814331055,4.450714111328125,4.343214511871338,4.372142791748047,3.7410030364990234,367567200,0.07701670740169275
93,2009-05-18,4.418928623199463,4.525000095367432,4.341785907745361,4.523214340209961,3.870267868041992,458841600,0.07498664587990644
94,2009-05-19,4.529285907745361,4.618214130401611,4.490714073181152,4.551785945892334,3.894714593887329,372422400,0.07449057122060321
95,2009-05-20,4.55821418762207,4.61464262008667,4.474999904632568,4.495357036590576,3.8464317321777344,388584000,0.06940336694834226
96,2009-05-21,4.469642639160156,4.527857303619385,4.388928413391113,4.434999942779541,3.794785976409912,407946000,0.06050884592991723
97,2009-05-22,4.430356979370117,4.434999942779541,4.348214149475098,4.375,3.74344801902771,297998400,0.04875716676344677
98,2009-05-26,4.455714225769043,4.672500133514404,4.448214054107666,4.670714378356934,3.9964752197265625,636927200,0.059170370049700605
99,2009-05-27,4.706428527832031,4.820714473724365,4.675357341766357,4.751785755157471,4.065843105316162,646422000,0.0721859291738709
100,2009-05-28,4.766071319580078,4.835357189178467,4.715357303619385,4.823928356170654,4.1275715827941895,487552800,0.08648300288571198
101,2009-05-29,4.835357189178467,4.85357141494751,4.780357360839844,4.8503570556640625,4.150185585021973,456534400,0.0985021112681208
102,2009-06-01,4.873928546905518,4.999642848968506,4.857142925262451,4.976785659790039,4.258362770080566,452499600,0.11542300671755745
103,2009-06-02,4.963928699493408,5.047857284545898,4.941071510314941,4.981785774230957,4.262641906738281,456223600,0.127705902960213
104,2009-06-03,5.0,5.039642810821533,4.966785907745361,5.033928394317627,4.307257175445557,565199600,0.13943192625532275
105,2009-06-04,5.004642963409424,5.149285793304443,5.001428604125977,5.133571624755859,4.392516136169434,550634000,0.15382952967441232
106,2009-06-05,5.189642906188965,5.22857141494751,5.11464262008667,5.166785717010498,4.420936107635498,632716000,0.16562316467383287
107,2009-06-08,5.136428356170654,5.151071548461914,4.979642868041992,5.137499809265137,4.395877361297607,931652400,0.17097709210989454
108,2009-06-09,5.13607120513916,5.1628570556640625,5.0196428298950195,5.097142696380615,4.3613457679748535,676964400,0.17046911660512531
109,2009-06-10,5.081428527832031,5.08392858505249,4.939285755157471,5.0089287757873535,4.285866737365723,688623600,0.1621083766864384
110,2009-06-11,4.983928680419922,5.055714130401611,4.948214054107666,4.998214244842529,4.276698589324951,524823600,0.1529792747721066
111,2009-06-12,4.957499980926514,4.967857360839844,4.858571529388428,4.891785621643066,4.185632705688477,563085600,0.1368200740590364
112,2009-06-15,4.857500076293945,4.89035701751709,4.817500114440918,4.860357284545898,4.1587419509887695,539750400,0.1204556926127287
113,2009-06-16,4.880714416503906,4.945357322692871,4.860714435577393,4.869642734527588,4.166686058044434,514805200,0.10689550769227552
114,2009-06-17,4.8810715675354,4.908928394317627,4.804642677307129,4.8421430587768555,4.1431565284729,571412800,0.09317647316253819
115,2009-06-18,4.861071586608887,4.9285712242126465,4.84250020980835,4.8528571128845215,4.152324199676514,427680400,0.08209733870072
116,2009-06-19,4.9310712814331055,4.982142925262451,4.889285564422607,4.981428623199463,4.2623372077941895,721856800,0.0812565581387581
117,2009-06-22,5.023928642272949,5.055714130401611,4.8689284324646,4.906071662902832,4.197856426239014,634914000,0.07452854944438503
118,2009-06-23,4.871428489685059,4.891071319580078,4.74571418762207,4.786071300506592,4.095180511474609,706532400,0.060218053627476564
119,2009-06-24,4.836428642272949,4.910714149475098,4.8164286613464355,4.864999771118164,4.162714958190918,485525600,0.05370679544326151
120,2009-06-25,4.848214149475098,5.007143020629883,4.828928470611572,4.994999885559082,4.273948669433594,589447600,0.05686599198099351
121,2009-06-26,4.992499828338623,5.127142906188965,4.990714073181152,5.0871429443359375,4.3527913093566895,439384400,0.06498207972256065
122,2009-06-29,5.123571395874023,5.141071319580078,5.054999828338623,5.070357322692871,4.338428020477295,567616000,0.06945457469713556
123,2009-06-30,5.0921430587768555,5.135714054107666,5.064285755157471,5.086785793304443,4.352484226226807,434224000,0.07328837395658994
124,2009-07-01,5.125,5.166428565979004,5.090000152587891,5.101071357727051,4.364708423614502,414178800,0.07643195167751848
125,2009-07-02,5.044642925262451,5.101071357727051,4.992499828338623,5.000714302062988,4.278836727142334,370479200,0.07117403828562363
126,2009-07-06,4.953571319580078,4.963928699493408,4.8660712242126465,4.950356960296631,4.235750198364258,498688400,0.06280655265152824
127,2009-07-07,4.945714473724365,4.988571643829346,4.82785701751709,4.835714340209961,4.137657642364502,461596800,0.04771039201303573
128,2009-07-08,4.854285717010498,4.929999828338623,4.800714492797852,4.90071439743042,4.193272590637207,575929200,0.03977554428713859
129,2009-07-09,4.920000076293945,4.928214073181152,4.854642868041992,4.869999885559082,4.166993618011475,343025200,0.031009254099388706
130,2009-07-10,4.869285583496094,4.96321439743042,4.8685712814331055,4.947143077850342,4.232999324798584,445275600,0.029052920495740153
131,2009-07-13,4.983571529388428,5.083571434020996,4.91178560256958,5.083571434020996,4.349733352661133,483501200,0.03650089802203205
132,2009-07-14,5.072500228881836,5.113571643829346,5.041428565979004,5.081071376800537,4.347595691680908,347247600,0.04174971855755327
133,2009-07-15,5.179999828338623,5.25,5.154285907745361,5.24571418762207,4.488470554351807,485587200,0.05662381825756224
134,2009-07-16,5.205714225769043,5.286428451538086,5.198928356170654,5.268571376800537,4.508028984069824,393570800,0.06919219806549481
135,2009-07-17,5.324285507202148,5.429285526275635,5.30821418762207,5.419642925262451,4.637293815612793,602154000,0.08856216996135302
136,2009-07-20,5.473928451538086,5.537142753601074,5.388928413391113,5.461071491241455,4.672740936279297,735526400,0.10555643660346892
137,2009-07-21,5.474642753601074,5.479642868041992,5.348214149475098,5.411071300506592,4.6299591064453125,874781600,0.11425537893711368
138,2009-07-22,5.63535737991333,5.668928623199463,5.575356960296631,5.5978569984436035,4.789780616760254,874104000,0.1325177746825208
139,2009-07-23,5.593928337097168,5.658571243286133,5.555714130401611,5.636428356170654,4.822783946990967,526962800,0.14794843456291673
140,2009-07-24,5.6053571701049805,5.714285850524902,5.589285850524902,5.713928699493408,4.889097213745117,438362400,0.16364181272949807
141,2009-07-27,5.7203569412231445,5.74571418762207,5.616428375244141,5.717857360839844,4.892457962036133,433311200,0.17434041310221637
142,2009-07-28,5.674285888671875,5.717857360839844,5.628571510314941,5.714285850524902,4.889402389526367,363554800,0.18049196999553896
143,2009-07-29,5.675000190734863,5.7303571701049805,5.651785850524902,5.715357303619385,4.890318393707275,382158000,0.183327742630639
144,2009-07-30,5.775000095367432,5.882857322692871,5.767857074737549,5.813928604125977,4.9746599197387695,469604800,0.1901883088058005
145,2009-07-31,5.821071624755859,5.892857074737549,5.818214416503906,5.835357189178467,4.9929962158203125,422536800,0.19485871121823184
146,2009-08-03,5.900357246398926,5.951428413391113,5.888214111328125,5.9439287185668945,5.0858941078186035,394240000,0.20370782226613393
147,2009-08-04,5.89035701751709,5.913214206695557,5.86464262008667,5.912499904632568,5.05900239944458,395810800,0.20617423860116446
148,2009-08-05,5.919642925262451,5.978214263916016,5.86464262008667,5.896785736083984,5.045557498931885,423183600,0.2046845304006295
149,2009-08-06,5.913571357727051,5.946785926818848,5.824642658233643,5.853928565979004,5.008885860443115,341616800,0.19825944132504514
150,2009-08-07,5.9103569984436035,5.949999809265137,5.885714054107666,5.911071300506592,5.057780742645264,387354800,0.19486658678541424
151,2009-08-10,5.916428565979004,5.949999809265137,5.84499979019165,5.882857322692871,5.033638954162598,300294400,0.18806183631641993
152,2009-08-11,5.846071243286133,5.87071418762207,5.781428337097168,5.815357208251953,4.9758830070495605,355342400,0.17598004088872976
153,2009-08-12,5.805356979370117,5.953928470611572,5.80214262008667,5.903928756713867,5.051669120788574,445071200,0.17055435383094064
154,2009-08-13,5.951785564422607,6.023928642272949,5.9464287757873535,6.014999866485596,5.146707534790039,439980800,0.1719411875132888
155,2009-08-14,5.997857093811035,6.008214473724365,5.91178560256958,5.956428527832031,5.096590518951416,305816000,0.16707037504429234
156,2009-08-17,5.841071605682373,5.84250020980835,5.6935715675354,5.699642658233643,4.876873016357422,524381200,0.14382303734657143
157,2009-08-18,5.772500038146973,5.865714073181152,5.764642715454102,5.857142925262451,5.0116376876831055,431152400,0.13472071183304024
158,2009-08-19,5.8125,5.903571605682373,5.801785945892334,5.878571510314941,5.02997350692749,413271600,0.12751666113442628
159,2009-08-20,5.8921427726745605,5.954285621643066,5.8789286613464355,5.940357208251953,5.082839488983154,342031200,0.12463649297425938
160,2009-08-21,5.987500190734863,6.048928737640381,5.9571428298950195,6.043571472167969,5.171154499053955,416074400,0.128004638200081
161,2009-08-24,6.075714111328125,6.096785545349121,6.009643077850342,6.0378570556640625,5.16626501083374,406929600,0.12879471184936442
162,2009-08-25,6.05214262008667,6.105000019073486,6.0403571128845215,6.050000190734863,5.176652908325195,324354800,0.12877463030673741
163,2009-08-26,6.0328569412231445,6.055356979370117,5.955714225769043,5.978928565979004,5.115842819213867,303998800,0.12244044555528255
164,2009-08-27,6.026785850524902,6.0560712814331055,5.886785507202148,6.051785945892334,5.178183078765869,449181600,0.1210554311473997
165,2009-08-28,6.152500152587891,6.1603569984436035,6.018928527832031,6.073214054107666,5.196517467498779,453700800,0.12005332507625965
166,2009-08-31,6.005714416503906,6.030357360839844,5.9464287757873535,6.007500171661377,5.140289783477783,311337600,0.11341468050423842
167,2009-09-01,5.999642848968506,6.0714287757873535,5.890714168548584,5.903571605682373,5.051362991333008,469028000,0.09982712759454593
168,2009-09-02,5.87928581237793,5.986071586608887,5.861071586608887,5.899285793304443,5.047696590423584,364249200,0.08775150189829439
169,2009-09-03,5.944285869598389,5.967857360839844,5.892857074737549,5.948214054107666,5.089561462402344,293955200,0.0806301663444593
170,2009-09-04,5.97428560256958,6.096428394317627,5.96750020980835,6.082499980926514,5.204463005065918,374628800,0.08329782982299871
171,2009-09-08,6.177856922149658,6.1835713386535645,6.142857074737549,6.176071643829346,5.2845258712768555,315047600,0.09082538781991989
172,2009-09-09,6.170714378356934,6.231071472167969,6.060714244842529,6.112143039703369,5.229826927185059,811087200,0.09132455737742085
173,2009-09-10,6.144999980926514,6.1875,6.1003570556640625,6.1628570556640625,5.273219585418701,491134000,0.09413642675624878
174,2009-09-11,6.175357341766357,6.184999942779541,6.102499961853027,6.148571491241455,5.260997772216797,348961200,0.09429172000958363
175,2009-09-14,6.101071357727051,6.210714340209961,6.080357074737549,6.204285621643066,5.3086676597595215,322011200,0.09714156058513179
176,2009-09-15,6.215714454650879,6.273214340209961,6.199642658233643,6.255714416503906,5.35267448425293,426470800,0.10177782736433016
177,2009-09-16,6.356785774230957,6.526785850524902,6.3528571128845215,6.495357036590576,5.557723045349121,754023200,0.12060750297498135
178,2009-09-17,6.499285697937012,6.671071529388428,6.498928546905518,6.591071605682373,5.639619827270508,810572000,0.14051872375288887
179,2009-09-18,6.636785507202148,6.662499904632568,6.598571300506592,6.6078572273254395,5.653982162475586,601582800,0.15566304209062043
180,2009-09-21,6.581785678863525,6.612857341766357,6.486428737640381,6.572143077850342,5.623424053192139,437715600,0.1633166285611667
181,2009-09-22,6.61392879486084,6.62071418762207,6.530357360839844,6.588571548461914,5.637480735778809,356753600,0.16857319979476593
182,2009-09-23,6.621428489685059,6.746428489685059,6.608214378356934,6.625,5.668650150299072,593563600,0.17325698110011611
183,2009-09-24,6.685714244842529,6.703571319580078,6.527500152587891,6.565000057220459,5.617311000823975,550880400,0.17085674333738954
184,2009-09-25,6.500357151031494,6.625,6.480000019073486,6.513214111328125,5.573000907897949,445239200,0.16349442334108755
185,2009-09-28,6.56678581237793,6.667142868041992,6.547500133514404,6.648214340209961,5.688514232635498,337444800,0.16507777282959868
186,2009-09-29,6.668928623199463,6.692857265472412,6.582499980926514,6.62071418762207,5.66498327255249,345385600,0.16255994775637816
187,2009-09-30,6.647500038146973,6.658928394317627,6.521785736083984,6.619642734527588,5.664066314697266,539585200,0.15866161004121082
188,2009-10-01,6.619642734527588,6.65071439743042,6.453571319580078,6.459285736083984,5.526856899261475,524711600,0.14285377132473265
189,2009-10-02,6.478928565979004,6.640714168548584,6.476785659790039,6.60357141494751,5.650315761566162,553308000,0.13868931568987541
190,2009-10-05,6.650000095367432,6.673571586608887,6.581071376800537,6.643571376800537,5.684540748596191,423133200,0.13657625787590355
191,2009-10-06,6.704999923706055,6.786071300506592,6.689285755157471,6.786071300506592,5.80647087097168,605085600,0.14309091983194033
192,2009-10-07,6.7771430015563965,6.805356979370117,6.751071453094482,6.794642925262451,5.8138041496276855,465668000,0.1471493245695017
193,2009-10-08,6.809285640716553,6.837500095367432,6.7460713386535645,6.759643077850342,5.783857345581055,438211200,0.14626315276465984
194,2009-10-09,6.748928546905518,6.810714244842529,6.736428737640381,6.802499771118164,5.820527076721191,293272000,0.14682726194528506
195,2009-10-12,6.822143077850342,6.8396430015563965,6.772857189178467,6.814642906188965,5.830918788909912,288024800,0.14642495090311058
196,2009-10-13,6.80821418762207,6.827499866485596,6.775000095367432,6.786428451538086,5.806776523590088,348020400,0.14251521119109345
197,2009-10-14,6.8660712242126465,6.8685712814331055,6.793928623199463,6.831785678863525,5.845585823059082,375510800,0.14092381768111206
198,2009-10-15,6.772500038146973,6.8185715675354,6.768928527832031,6.805714130401611,5.823278427124023,373556400,0.13629152289810254
199,2009-10-16,6.762499809265137,6.798571586608887,6.708571434020996,6.716071605682373,5.746575355529785,431426800,0.12499028987018335
200,2009-10-19,6.70892858505249,6.785714149475098,6.626785755157471,6.780714511871338,5.8018879890441895,942230800,0.11912405976961882
201,2009-10-20,7.164285659790039,7.205357074737549,7.066071510314941,7.098571300506592,6.073860168457031,1141039200,0.13486625446519795
202,2009-10-21,7.125714302062988,7.453928470611572,7.115356922149658,7.3185715675354,6.262101650238037,1193726800,0.1606793577400767
203,2009-10-22,7.310714244842529,7.423214435577393,7.232500076293945,7.328571319580078,6.270657062530518,791392000,0.17975467812968304
204,2009-10-23,7.346428394317627,7.349999904632568,7.258214473724365,7.283571243286133,6.23215389251709,420786800,0.18957976571418822
205,2009-10-26,7.273928642272949,7.3839287757873535,7.14642858505249,7.231428623199463,6.187540054321289,484338400,0.19155809242494826
206,2009-10-27,7.202142715454102,7.243214130401611,7.016071319580078,7.048928737640381,6.0313825607299805,756551600,0.17846805850706193
207,2009-10-28,7.061071395874023,7.072143077850342,6.824999809265137,6.871428489685059,5.879505157470703,818386800,0.15406293471462007
208,2009-10-29,6.964285850524902,7.028928756713867,6.862143039703369,7.012499809265137,6.000212669372559,570270400,0.14281549668017224
209,2009-10-30,7.002142906188965,7.028571605682373,6.7203569412231445,6.732142925262451,5.7603278160095215,717525200,0.11323976223028609
210,2009-11-02,6.778571605682373,6.888571262359619,6.627500057220459,6.76107120513916,5.785079002380371,678983200,0.09075186235959798
211,2009-11-03,6.70892858505249,6.768571376800537,6.639999866485596,6.7410712242126465,5.7679667472839355,522541600,0.07073384805403116
212,2009-11-04,6.811785697937012,6.923214435577393,6.793928623199463,6.814642906188965,5.830918788909912,487530400,0.05926594983693345
213,2009-11-05,6.871428489685059,6.964285850524902,6.850714206695557,6.929642677307129,5.92931604385376,384801200,0.05745508705306346
214,2009-11-06,6.875357151031494,6.971071243286133,6.871428489685059,6.940714359283447,5.938790321350098,295097600,0.056137343860831024
215,2009-11-09,7.033571243286133,7.210714340209961,7.009285926818848,7.195000171661377,6.156369209289551,528855600,0.07182190167103464
216,2009-11-10,7.179285526275635,7.320714473724365,7.178928375244141,7.249285697937012,6.202817916870117,401195200,0.08699719949431195
217,2009-11-11,7.305714130401611,7.3214287757873535,7.208214282989502,7.2589287757873535,6.211069583892822,443870000,0.09855350936565799
218,2009-11-12,7.255000114440918,7.31678581237793,7.1939287185668945,7.213928699493408,6.172564506530762,363731200,0.10341285139145295
219,2009-11-13,7.245357036590576,7.315357208251953,7.216785907745361,7.301785945892334,6.247739791870117,343240800,0.1120384227804907
